recipient_parent_name,top_words_from_serv_desc,number_of_prime_awards,current_total_value_of_awards_USD,potential_total_value_of_awards,first_contract_start_date,last_contract_end_date,recipient_address_line_1,recipient_address_line_2,recipient_city_name,recipient_state_code,recipient_state_name,recipient_zip_4_code,recipient_congressional_district,recipient_phone_number,recipient_fax_number,analysis_date,raw_data_download_date
EWING ELECTRONICS  INC.,"communications, security, equipment, components",0,,,2012-04-09 00:00:00.000000,2012-05-10 00:00:00.000000,8 PRESTIGE CIR STE 120,,ALLEN,TX,,750023426,TX03,8003946496,2142370268,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"CARTRIDGE TECHNOLOGIES, INC.","office, devices, accessories",0,,,2013-08-14 00:00:00.000000,2013-09-20 00:00:00.000000,15738 CRABBS BRANCH WAY,,ROCKVILLE,MD,MARYLAND,20855,,3014177202,3014177204,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PERFECT FIT,leather,0,,,2013-06-10 00:00:00.000000,2012-10-01 00:00:00.000000,39 STETSON RD,,CORINNA,ME,,049283617,ME02,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PEACEKEEPER PRODUCTS INTERNATIONAL,"training, aids",0,,,2012-01-09 00:00:00.000000,2010-09-10 00:00:00.000000,2435 PINE STREET,,POMONA,CA,,917672179,CA38,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"MCKOWN BELANGER ASSOCIATES, P.C.","architect, engineering, general:, landscaping,, interior",0,,,2012-03-08 00:00:00.000000,2012-03-30 00:00:00.000000,1606 CENTRAL AVE SE STE 1,,ALBUQUERQUE,NM,NEW MEXICO,87106,,5052432400,5052432129,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PROVISTA SOFTWARE INTERNATIONAL  INC.,"adp, software",0,,,2013-06-12 00:00:00.000000,2012-07-07 00:00:00.000000,"40087 MISSION BLVD, #301",,FREMONT,CA,,945393680,CA17,5107941884,5107941883,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
FACILITECH  INC.,"miscellaneous, furniture, fixtures",0,,,2012-02-28 00:00:00.000000,2012-02-28 00:00:00.000000,1111 VALLEY VIEW LN,,IRVING,TX,,750616008,TX24,8178582052,8178582020,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DENNIS A GILARDI,"support, management:, accounting",0,,,2012-02-08 00:00:00.000000,2012-11-20 00:00:00.000000,3301 KERNER BLVD STE 100,,SAN RAFAEL,CA,,949014896,CA06,4154610410,4152569756,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
UNIVERSAL UNDERSTANDING INC,"adp, components, software, equipment, support",0,,,2013-06-10 00:00:00.000000,2016-06-24 00:00:00.000000,225 WATER ST. STE 1575,,JACKSONVILLE,FL,,322025175,FL05,9043095501,8004495590,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
HYATT HOTELS CORPORATION,"travel, lease, rent, conf, space",0,,,2012-01-23 00:00:00.000000,2012-01-27 00:00:00.000000,NO PHYSICAL ADDRESS,,NEW YORK,NY,,100170000,NY00,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DEVOS  LTD.,medical,0,,,2013-08-07 00:00:00.000000,2018-08-14 00:00:00.000000,100 COLIN DR,,HOLBROOK,NY,,117414306,NY02,6316890191,6312078442,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SDV CONSTRUCTION  INC.,"maint, rep, alt, office, bldgs",0,,,2012-01-17 00:00:00.000000,2012-06-26 00:00:00.000000,6436 EDITH BLVD,,ALBUQUERQUE,NM,,871072004,NM01,5058833176,5058888914,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COLT DEFENSE HOLDING LLC,"guns,, 30mm",0,,,2013-08-19 00:00:00.000000,2013-11-17 00:00:00.000000,547 NEW PARK AVE,,WEST HARTFORD,CT,,061101336,CT01,8602441364,8602441442,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
RM WALSDORF  INC.,"salvage, demolition, structures, facilities, (other",0,,,2013-08-05 00:00:00.000000,2008-10-19 00:00:00.000000,10155 STATE HIGHWAY 48,,BROWNSVILLE,TX,,785218908,TX34,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
VIGILANT VIDEO  INC,"adp, software, newspapers, periodicals",0,,,2012-02-21 00:00:00.000000,2015-09-19 00:00:00.000000,2021 LAS POSITAS CT STE 101,,LIVERMORE,CA,,945517311,CA15,9253982079,9253982113,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GOVERNMENT ACQUISITIONS  INC.,"adp, components, equipment, support, software",0,,,2011-12-28 00:00:00.000000,2013-05-31 00:00:00.000000,231 W 4TH ST,,CINCINNATI,OH,,452022679,OH01,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CITRIX SYSTEMS  INC.,"telecom, telecommunications",0,,,2012-03-09 00:00:00.000000,2012-09-24 00:00:00.000000,851 W CYPRESS CREEK RD,,FORT LAUDERDALE,FL,,333092009,FL23,3012800809,3017180701,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"SRA INTERNATIONAL, INC.","telecom, systems, development",0,,,2012-03-08 00:00:00.000000,2008-07-31 00:00:00.000000,20401 SW BIRCH ST STE 250,,NEWPORT BEACH,CA,,926600777,CA46,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
HARTFORD SAFE & LOCK  INC.,"hardware,, commercial",0,,,2012-01-13 00:00:00.000000,2010-09-07 00:00:00.000000,36 SILAS DEANE HWY,,WETHERSFIELD,CT,,061091237,CT01,8602962700,8602962702,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
AKIRA TECHNOLOGIES  INC,"adp, components, support, equipment, software",0,,,2013-06-06 00:00:00.000000,2016-07-31 00:00:00.000000,10 G ST NE STE 710,,WASHINGTON,DC,,200024288,DC00,2022485095,8005893129,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PUBLIC UTILITIES BOARD,"utilities, water",0,,,2012-01-25 00:00:00.000000,2014-08-31 00:00:00.000000,1425 ROBINHOOD DR,,BROWNSVILLE,TX,,785214230,TX34,9569836282,9569836289,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
EKP CONSTRUCTION  INC.,"equipment, air, installation, refrigeration,, conditioning,",0,,,2013-06-10 00:00:00.000000,2012-08-17 00:00:00.000000,U-25 ONIX ST URB VALLE CERRO GORDO,,BAYAMON,PR,,009576863,PR00,7873762400,7877305429,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
MYKONOS 6420 LP,"fire, control, transmitting, receiving, equipment,",0,,,2012-01-06 00:00:00.000000,2012-01-06 00:00:00.000000,5078 S 111TH ST,,OMAHA,NE,,681372338,NE02,4025370022,4025379847,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TACTICAL & SURVIVAL SPECIALTIES  INC.,"individual, equipment, tactical, sets,, kits,",0,,,2012-01-03 00:00:00.000000,2013-08-29 00:00:00.000000,P O BOX 1890,,HARRISONBURG,VA,,228019500,VA06,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CLUNYGUS-BADENOCK LLC,"air, maint, repair, rebuild, equipment",0,,,2012-01-19 00:00:00.000000,2013-01-25 00:00:00.000000,4305 WHEELER AVE,,ALEXANDRIA,VA,,223046416,VA08,7037516501,7037512891,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PALADIN PROTECTIVE SYSTEMS  INC.,"miscellaneous, alarm,, signal,, security, detection",0,,,2012-04-19 00:00:00.000000,2012-05-19 00:00:00.000000,7680 HUB PARKWAY,,CLEVELAND,OH,,441255707,OH10,2164416500,2164415150,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"PROTECTED VEHICLES, INC","training, education, curriculum, development",0,,,2012-02-24 00:00:00.000000,2012-02-24 00:00:00.000000,1360 TRUXTON AVE STE 300,,NORTH CHARLESTON,SC,,294052003,SC06,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
HOUSEHOLD DRIVERS REPORT INC,"telecom, telecommunications, support, administrative:, information",0,,,2012-02-08 00:00:00.000000,2015-03-07 00:00:00.000000,902 S FRIENDSWOOD DR STE F,,FRIENDSWOOD,TX,,775465154,TX14,2819965509,2819961947,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SHI INTERNATIONAL CORP.,"adp, software",0,,,2013-06-12 00:00:00.000000,2011-05-31 00:00:00.000000,2 RIVERVIEW DR,,SOMERSET,NJ,,088731150,NJ12,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"ANGIOLAZ, INCORPORATED","miscellaneous, items",0,,,2013-08-12 00:00:00.000000,2008-05-16 00:00:00.000000,5983 B US ROUTE 5,,WESTMINSTER,VT,,051589690,VT00,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SAIC  INC.,"telecom, systems, development, telecommunications, analysis",0,,,2011-12-15 00:00:00.000000,2014-09-16 00:00:00.000000,"1710 SAIC DRIVE, ROOM #8031",,MCLEAN,VA,VIRGINIA,221023703,11,8588263412,8588267669,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COGENT SYSTEMS  INC.,"adp, software",0,,,2013-07-10 00:00:00.000000,2013-08-09 00:00:00.000000,4438 VIKING DR STE 400,,BOSSIER CITY,LA,,711117510,LA04,3184259922,8665436114,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SYMBOLARTS  LLC,"office, supplies",0,,,2012-03-29 00:00:00.000000,2011-12-22 00:00:00.000000,6083 S 1550 E,,OGDEN,UT,,844054988,UT01,8014756000,8014755500,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SOFTWARE FORENSICS  INC,"training, education, information, technology, telecommunications",0,,,2013-08-26 00:00:00.000000,2013-10-02 00:00:00.000000,384 S 400 W STE 200,,LINDON,UT,,840421959,UT03,8013775410,7034441838,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
THE GEO GROUP INC,"housekeeping, guard, support, professional:, program",0,,,2011-10-24 00:00:00.000000,2021-09-15 00:00:00.000000,621 NW 53RD ST STE 700,,BOCA RATON,FL,,334878242,FL19,5619997359,5619997648,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
NEO TECHNOLOGIES  INC.,"office, devices, accessories",0,,,2013-06-01 00:00:00.000000,2017-05-31 00:00:00.000000,2901 DRUID PARK DR STE C104,,BALTIMORE,MD,,212158102,MD07,4107289104,4107289106,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
D-BACK ACQUISITION CO.,"safety, rescue, equipment",0,,,2012-01-20 00:00:00.000000,2012-01-27 00:00:00.000000,16661 N 84TH AVE STE 150,,PEORIA,AZ,,853824773,AZ02,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
WEBER COMPUTER SUPPLY COMPANY,"office, supplies",0,,,2013-08-20 00:00:00.000000,2013-09-23 00:00:00.000000,14940 28TH AVE N,,PLYMOUTH,MN,MINNESOTA,55447,,8665680524,9528817843,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
MULTIMAXARRAY FIRSTSOURCE,"adp, support, equipment, supplies, software",0,,,2012-02-06 00:00:00.000000,2013-05-31 00:00:00.000000,1441 MCCORMICK DR,,UPPER MARLBORO,MD,,207745323,MD04,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
RMC CONSULTANTS  INC.,"housekeeping, guard",0,,,2012-01-17 00:00:00.000000,2012-08-26 00:00:00.000000,12345 W ALAMEDA PKWY STE 205,,LAKEWOOD,CO,,802282843,CO07,3039804101,3039804107,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
FCN  INC.,"adp, support, equipment, components, input",0,,,2012-02-02 00:00:00.000000,2014-03-17 00:00:00.000000,12315 WILKINS AVE,,ROCKVILLE,MD,,208521827,MD08,3017702925,3017702928,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ST NET-APPTIS FIRSTSOURCE JOINT VENTURE,"adp, components, equipment, support, telephone",0,,,2011-12-20 00:00:00.000000,2013-12-31 00:00:00.000000,14155 NEWBROOK DR,,CHANTILLY,VA,,201512293,VA10,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COVERT OPERATIONS PLANNING & TRAINING INC,"education, training, lectures",0,,,2012-01-11 00:00:00.000000,2013-02-28 00:00:00.000000,2620 NE 19TH AVE,,POMPANO BEACH,FL,,330647726,FL22,9544102838,9547810116,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ACE SIGNS OF ARKANSAS L.L.C.,"fittings, rope,, cable,, chain",0,,,2013-06-12 00:00:00.000000,2013-05-22 00:00:00.000000,320 S MAIN,,BENTON,AR,,720154334,AR02,5015620800,5017760802,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
JOSEPH N MANGINO,"training, education, curriculum, development",0,,,2013-06-13 00:00:00.000000,2013-07-13 00:00:00.000000,1103 ATLANTIC DR,,STAFFORD,VA,,225542105,VA01,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
I M A TECHNOLOGIES CORPORATION,"adp, software",0,,,2013-06-06 00:00:00.000000,2014-06-01 00:00:00.000000,990 RESERVE DR # 200,,ROSEVILLE,CA,,956781391,CA04,9167571444,9167810168,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TRT HOLDINGS  INC,"lease, rent, conf, space, &",0,,,2012-01-11 00:00:00.000000,2008-04-10 00:00:00.000000,100 CNN CTR NW,,ATLANTA,GA,,303032762,GA05,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ARDENT MANAGEMENT CONSULTING  INC.,"telecom, telecommunications",0,,,2013-08-27 00:00:00.000000,2015-09-24 00:00:00.000000,4080 LAFAYETTE CENTER DR,,CHANTILLY,VA,,201511247,VA10,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
JSI TELECOM INC.,"telephone, telegraph, equipment, adp, components",0,,,2012-02-07 00:00:00.000000,2012-05-28 00:00:00.000000,45195 BUSINESS CT STE 230,,STERLING,VA,,201666717,VA10,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
OMNIPLEX WORLD SERVICES CORP,"support, professional:, certifications, accreditations, (other",0,,,2013-07-09 00:00:00.000000,2016-09-29 00:00:00.000000,14840 CONFERENCE CENTER DR,,CHANTILLY,VA,,20151,VA10,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
WILDFLOWER INTERNATIONAL  LTD.,"adp, components, support, equipment, telecom",0,,,2011-12-29 00:00:00.000000,2016-06-30 00:00:00.000000,1500 S SAINT FRANCIS DR,,SANTA FE,NM,,875054040,NM03,5054669111,5054669100,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INFORMATION SYSTEMS MANAGER INC  THE,"adp, software",0,,,2011-12-27 00:00:00.000000,2013-12-31 00:00:00.000000,1 BETHLEHEM PLZ STE 800,,BETHLEHEM,PA,,180185716,PA15,6108650300,6108686277,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PALADIN CAPITAL GROUP,"support, management:",0,,,2013-07-30 00:00:00.000000,2011-02-25 00:00:00.000000,101 QUALITY CIR STE 110,,HUNTSVILLE,AL,,358064534,AL05,7039607000,7039607009,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"INTEGRATED NETWORK COMMUNICATIONS, INC.","communications, security, equipment, components",0,,,2012-01-26 00:00:00.000000,2012-02-06 00:00:00.000000,16111 GARY WAY,,GRASS VALLEY,CA,,959496638,CA04,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"LON MOELLER, ARBITRATOR","support, professional:, legal",0,,,2013-08-28 00:00:00.000000,2013-10-24 00:00:00.000000,1425 PHOENIX DR,,IOWA CITY,IA,,522468657,IA02,3193350924,3193353692,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
711 HOPE LP,"lease, rental, parking, facilities",0,,,2012-04-03 00:00:00.000000,2012-05-03 00:00:00.000000,711 S HOPE ST,,LOS ANGELES,CA,,900173803,CA34,2095745811,2095235912,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
UNICOR FEDERAL PRISON INDUSTRIES,"household, furniture",0,,,2012-02-23 00:00:00.000000,2008-12-31 00:00:00.000000,SKY VIEW DR,,BRUCETON MILLS,WV,,265250000,WV00,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COPIER FAX BUSINESS TECHNOLOGIES  INC.,"adp, support, equipment",0,,,2013-07-23 00:00:00.000000,2014-06-03 00:00:00.000000,465 ELLICOTT ST,,BUFFALO,NY,,142031518,NY26,7168535000,7168535866,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COMPUTER WORLD SERVICES CORP.,"adp, input, output, storage, devices",0,,,2012-01-10 00:00:00.000000,2013-05-31 00:00:00.000000,666 11TH ST NW STE 625,,WASHINGTON,DC,,200014542,DC00,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"GRA, INC.","support, professional:",0,,,2012-02-01 00:00:00.000000,2013-09-30 00:00:00.000000,2317 FALLING CREEK RD,,SILVER SPRING,MD,MARYLAND,20904,,2245358125,8473460827,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
KNIGHT POINT SYSTEMS  LLC,"support, administrative:",0,,,2013-08-15 00:00:00.000000,2016-08-21 00:00:00.000000,13800 COPPERMINE RD,,HERNDON,VA,,201713408,VA11,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CIMARRON AIRPARK LLC XVI,"utilities, electric, lease, rental",0,,,2011-10-01 00:00:00.000000,2012-12-30 00:00:00.000000,17951 N 100TH ST,,SCOTTSDALE,AZ,,852552505,AZ05,4802096191,4808164423,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
FEDERAL LOCK AND SAFE  INCORPORATED,"hardware,, commercial",0,,,2012-02-02 00:00:00.000000,2012-01-04 00:00:00.000000,5130 WILSON BLVD,,ARLINGTON,VA,,222051121,VA08,7035251436,7035251637,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LEXMARK INTERNATIONAL  INC.,"office, devices, accessories, miscellaneous, machines",0,,,2012-03-26 00:00:00.000000,2016-03-10 00:00:00.000000,740 W NEW CIRCLE RD,,LEXINGTON,KY,,405111876,KY06,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SAB COMPANY LLC,"toiletry, paper, products",0,,,2012-04-16 00:00:00.000000,2012-05-16 00:00:00.000000,7382 TWO NOTCH RD,,COLUMBIA,SC,,292237620,SC02,8037369099,8037369089,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
EDUCAPTION,"support, administrative:, transcription",0,,,2012-02-23 00:00:00.000000,2009-08-21 00:00:00.000000,3965 LA COSTA ISLAND CT,,PUNTA GORDA,FL,,339508152,FL16,9415750484,9415758179,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
FACILITYBUILD INC,"repair, alteration, office, buildings",0,,,2013-06-19 00:00:00.000000,2013-11-08 00:00:00.000000,5904 FLORENCE AVE NE,,ALBUQUERQUE,NM,,871132102,NM01,5058280060,5058230161,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"JDG ASSOCIATES, INC.","support, management:, administrative:, professional:",0,,,2013-07-12 00:00:00.000000,2011-09-24 00:00:00.000000,27 SCENIC LOOP RD,,BOERNE,TX,TEXAS,78006,,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LIT CON GROUP LLC,"support, professional:, expert, witness",0,,,2013-06-10 00:00:00.000000,2014-06-09 00:00:00.000000,517 S WASHINGTON ST STE 1,,ALEXANDRIA,VA,,223144143,VA08,7036844016,7036844081,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ZUHEIR  INC,"glass, fabricated, materials",0,,,2012-01-25 00:00:00.000000,2010-05-22 00:00:00.000000,6944 EL CAJON BLVD,,SAN DIEGO,CA,,921151738,CA52,6195898858,6195897426,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PARAGON COMMUNICATIONS SOLUTIONS  INC.,"communications, security, equipment, components",0,,,2013-06-07 00:00:00.000000,2012-06-22 00:00:00.000000,585 GROVE ST STE 202,,HERNDON,VA,,201704727,VA11,7036680508,7036680260,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PJ CEPHAS CORP,"housekeeping, custodial, janitorial",0,,,2012-02-24 00:00:00.000000,2013-03-31 00:00:00.000000,17339 LOWES ALMINOS ST,,GRANADA HILLS,CA,,913444748,CA27,8188902500,8188902525,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PROCENTRIX  INC.,"telecom, systems, development",0,,,2013-05-23 00:00:00.000000,2016-05-31 00:00:00.000000,2300 DULLES STATION BLVD STE 225,,HERNDON,VA,,201716352,VA11,7036352627,7036352629,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
EAST POINTE HOLDINGS INC,"housekeeping, food",0,,,2012-04-13 00:00:00.000000,2012-05-25 00:00:00.000000,2514 MLK BLVD,,LONGVIEW,TX,,756023618,TX01,9034316049,4694542925,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CONFEDERATE GROUP  LLC,"technical, representative, alarm,, signal,, security",0,,,2013-06-10 00:00:00.000000,2014-04-30 00:00:00.000000,10432 BALLSFORD RD STE 300,,MANASSAS,VA,,201092517,VA01,8666751115,2707780786,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
UNITED COMMERCIAL SUPPLY LLC,"power, hand, pumps",0,,,2013-06-10 00:00:00.000000,2013-05-03 00:00:00.000000,5791 LIBRARY RD,,BETHEL PARK,PA,,151023533,PA18,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"FEDERAL MANAGEMENT SYSTEMS, INC.","support, management:, accounting, administrative:",0,,,2011-12-27 00:00:00.000000,2011-12-27 00:00:00.000000,4303 IOWA AVE NW 2ND FL,,WASHINGTON,DC,DISTRICT OF COLUMBIA,20011,,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"VERITEXT/NEW YORK REPORTING COMPANY, LLC","support, administrative:, court, reporting",0,,,2012-02-22 00:00:00.000000,2012-08-06 00:00:00.000000,200 OLD COUNTRY RD,,MINEOLA,NY,,115014235,NY04,5166082432,5166082450,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GLOCK PRIVATSTIFTUNG,"guns,, 30mm",0,,,2012-04-19 00:00:00.000000,2013-10-13 00:00:00.000000,6000 HIGHLANDS PKWY SE,,SMYRNA,GA,GEORGIA,30082,,7703194763,6783031054,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
HYUNDAI MOTOR COMPANY,"passenger, motor, vehicles",0,,,2013-06-13 00:00:00.000000,2013-12-31 00:00:00.000000,"231 YANGJAE-DONG, SEOCHO-GU",HYUNDAI MOTOR BLDG.,SEOUL,,SEOUL,13713,,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
YOUNG AN CORP.,"truck, tractor, attachments, safety, rescue",0,,,2011-12-22 00:00:00.000000,2013-11-25 00:00:00.000000,700 ENTERPRISE DR,,LEXINGTON,KY,,405101028,KY06,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
QINETIQ GROUP PLC,"special, studies, analysis, organization, administrative",0,,,2012-02-09 00:00:00.000000,2016-08-31 00:00:00.000000,7918 JONES BRANCH DR STE 350,,MCLEAN,VA,,221023361,VA08,7037529568,7037526599,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
STRATOS MOBILE NETWORKS INCORPORATED,"communications, security, equipment, components, telecom",0,,,2012-03-22 00:00:00.000000,2014-08-26 00:00:00.000000,600 HERNDON PKWY STE 200,,HERNDON,VA,VIRGINIA,20170,,7036730929,7034351992,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ONE HORIZON GROUP PLC,"communications, security, equipment, components",0,,,2012-03-12 00:00:00.000000,2012-04-15 00:00:00.000000,"1347 N. ALMA SCHOOL RD., #150",,CHANDLER,AZ,,852242958,AZ00,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BENCHMARK CONSTRUCTION SERVICES INC,"repair, alteration, office, buildings",0,,,2012-01-26 00:00:00.000000,2012-04-09 00:00:00.000000,701 CROSS ST,,LAKEWOOD,NJ,,087014029,NJ04,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
AAA LASER SERVICE & SUPPLIES  INC.,"office, supplies",0,,,2011-12-22 00:00:00.000000,2011-12-22 00:00:00.000000,78 CUMMINGS PARK,,WOBURN,MA,,018012125,MA07,7819386637,7819356594,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BROTHERS BODY AND EQUIPMENT  LLC,trailers,0,,,2012-03-13 00:00:00.000000,2012-06-12 00:00:00.000000,352 S ST BLDG 24 DOOR 26,,GALION,OH,,448332742,OH05,4194621975,8665696770,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
FOSTER PRODUCTS  INC.,"hospital, furniture,, equipment,, utensils,, supplies",0,,,2013-08-26 00:00:00.000000,2013-09-25 00:00:00.000000,4283 ARMSTRONG BLVD,,BATAVIA,OH,,451031697,OH02,5134701125,5137521482,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CADDO DESIGN  INC.,"cleaning, polishing, compounds, preparations, toiletry",0,,,2012-01-03 00:00:00.000000,2012-02-24 00:00:00.000000,2760 W 5TH AVE,,DENVER,CO,,802044805,CO01,3035343252,3035346962,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"FITNESS WAREHOUSE, INC.","athletic, sporting, equipment",0,,,2012-04-12 00:00:00.000000,2011-09-30 00:00:00.000000,HWY #1 KM. 22.6,BO. RIO (NEAR LA MUDA),GUAYNABO,PR,PUERTO RICO,00969,,7877311774,7877318718,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COMPASS HOUSE,"housekeeping, guard",0,,,2012-01-19 00:00:00.000000,2013-03-07 00:00:00.000000,1451 MAIN ST,,BUFFALO,NY,,142091732,NY28,7168861351,7168868387,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
KNOLL  INC.,"office, furniture",0,,,2012-01-09 00:00:00.000000,2011-12-15 00:00:00.000000,1235 WATER ST,,EAST GREENVILLE,PA,,180412202,PA15,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
EMERGENT  LLC,"adp, software",0,,,2012-03-29 00:00:00.000000,2013-06-30 00:00:00.000000,8219 LEESBURG PIKE STE 300,,VIENNA,VA,,221822653,VA11,7032884556,7039428953,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SURVIVAL ARMOR  INC.,"armor,, personal",0,,,2013-06-25 00:00:00.000000,2017-05-26 00:00:00.000000,13881 PLANTATION RD STE 8,,FORT MYERS,FL,,339124339,FL19,2392100891,2392100898,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CHESAPEAKE SYSTEMS  INC.,"adp, components",0,,,2013-07-16 00:00:00.000000,2013-08-15 00:00:00.000000,801 WEST 33RD STREET,,BALTIMORE,MD,,212112727,MD07,4102431023,4102431259,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SOUND VIDEO SOLUTIONS OF WNY L,"installation, equipment, training, aids, devices",0,,,2012-02-19 00:00:00.000000,2012-02-19 00:00:00.000000,107 INSTITUTE ST,,JAMESTOWN,NY,,147016628,NY27,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
C D S ANALYTICAL  INC.,"equipment, maint, repair, rebuild, instruments",0,,,2013-07-17 00:00:00.000000,2015-09-23 00:00:00.000000,465 LIMESTONE RD,,OXFORD,PA,,193631235,PA16,6109323636,6109324158,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
