recipient_parent_name,number_of_prime_awards,current_total_value_of_awards_USD,potential_total_value_of_awards,first_contract_start_date,last_contract_end_date,recipient_address_line_1,recipient_address_line_2,recipient_city_name,recipient_state_code,recipient_state_name,recipient_zip_4_code,recipient_congressional_district,recipient_phone_number,recipient_fax_number
COMPLETE QUALITY INSTALLATION SERVICES INC,0,,,2012-02-06 00:00:00,2011-11-30 00:00:00,27651 HILDEBRANDT ST,,ROMULUS,MI,,481742627,MI15,7345732640,7344804189
LIBERTY CENTER VENTURE,0,,,2012-02-13 00:00:00,2010-09-30 00:00:00,1001 LIBERTY AVE STE 550,,PITTSBURGH,PA,,152223718,PA14,,
CORP TEN INTERNATIONAL,0,,,2012-02-22 00:00:00,2008-12-10 00:00:00,100 WEST RD STE 300,,BALTIMORE,MD,,212042370,MD02,4104724696,4104724416
SPECIALTY VEHICLE SOLUTIONS  LLC,0,,,2012-01-04 00:00:00,2012-03-01 00:00:00,47 VIRGINIA AVE,,TRENTON,NJ,,086112625,NJ04,,
COUNTY OF PARK,0,,,2012-01-30 00:00:00,2011-12-31 00:00:00,414 E CALLENDER ST STE 2,,LIVINGSTON,MT,,590472746,MT00,4062224135,4062224136
"DIGITAL MANAGEMENT, LLC",0,,,2012-02-09 00:00:00,2016-08-31 00:00:00,1700 RCKVLLE PIKE STE 400,,ROCKVILLE,MD,MARYLAND,20852,,,
AP/APH SAN ANTONIO  L.P.,0,,,2012-01-20 00:00:00,2012-01-27 00:00:00,300 E. TRAVIS,,SAN ANTONIO,TX,,782051821,TX20,,
B & H FOTO & ELECTRONICS CORP.,0,,,2012-01-06 00:00:00,2013-09-08 00:00:00,420 9TH AVE,,NEW YORK,NY,,100011620,NY10,2122397500,2122397746
"KIRBY LESTER, LLC",0,,,2013-06-06 00:00:00,2012-10-04 00:00:00,13700 W IRMA LEE CT,,LAKE FOREST,IL,ILLINOIS,60045,,8479840304,8479843366
"GENTILE, JOSEPH",0,,,2012-01-30 00:00:00,2013-08-18 00:00:00,237 PEBBLE BEACH DR,,THOUSAND OAKS,CA,,913204123,CA26,8054994282,8054990018
MOBILE MINI  INC.,0,,,2012-02-24 00:00:00,2014-06-30 00:00:00,7420 S KYRENE RD STE 101,,TEMPE,AZ,,852834610,AZ09,4808946311,4808946433
COMMONWEALTH OF PUERTO RICO,0,,,2012-03-02 00:00:00,2013-12-31 00:00:00,LINDBERGH ST #64 ANTIGUA BASE MIRAMAR,,SAN JUAN,PR,,00907,PR00,7877298699,7877238215
CONVERGE NETWORKS CORPORATION,0,,,2013-08-14 00:00:00,2014-08-25 00:00:00,"6701 DEMOCRACY BLVD, SUITE 300",,BETHESDA,MD,,208177500,MD08,,
TELESOLV CONSULTING  LLC,0,,,2012-01-11 00:00:00,2014-10-16 00:00:00,1210 FLORIDA AVE NE,,WASHINGTON,DC,,200027106,DC00,2026692382,2025213552
DELANEY  ROBERT J.,0,,,2012-01-31 00:00:00,2014-03-01 00:00:00,7613 DESERT INN WAY,,BRADENTON,FL,,342022507,FL13,9419072094,0000000000
ENVISION XPRESS  INC.,0,,,2013-05-29 00:00:00,2013-08-05 00:00:00,2301 S WATER,,WICHITA,KS,,672134819,KS04,3162672244,3162627370
SOURCE 1 BUILDING MAINTENANCE SERVICES INC,0,,,2012-02-15 00:00:00,2013-09-14 00:00:00,931 W 75TH ST STE 137,,NAPERVILLE,IL,,605651294,IL11,6305510066,6305510077
ABECO CONTRACTING INC.,0,,,2013-06-13 00:00:00,2013-08-23 00:00:00,315 E EUCLID,,SAN ANTONIO,TX,,782124709,TX35,2102318324,2102270581
FEDERAL FACILITATORS GROUP LLC,0,,,2012-04-19 00:00:00,2013-09-30 00:00:00,904 SKIMMER BAY BEND,,MYRTLE BEACH,SC,,295725737,SC07,7046748281,7039319572
TVEYES INC.,0,,,2013-08-13 00:00:00,2016-09-22 00:00:00,2150 POST RD FL 3,,FAIRFIELD,CT,,068245669,CT04,2032543600,2032543605
TTK ASSOCIATES,0,,,2012-02-22 00:00:00,2012-03-06 00:00:00,24 THORN HILL,,IRVINE,CA,,926022413,CA48,7147313293,7147317245
LEMPUGH INC,0,,,2012-02-24 00:00:00,2013-09-07 00:00:00,14409 GREENVIEW DRIVE STE 200,,LAUREL,MD,,207084236,MD04,3014986656,3019530321
OMNIFICS  INC.,0,,,2013-09-01 00:00:00,2016-08-31 00:00:00,5845 RICHMOND HWY 3RD FL,,ALEXANDRIA,VA,,223141170,VA08,,
BLUE TECH INC.,0,,,2013-06-10 00:00:00,2014-09-14 00:00:00,2251 SAN DIEGO AVE STE B155,,SAN DIEGO,CA,,921102930,CA53,6194976060,6194976070
CATAPULT CONSULTANTS LLC,0,,,2012-01-31 00:00:00,2009-09-29 00:00:00,1750 TYSONS BLVD STE 240,,MCLEAN,VA,,221024228,VA08,,
SIG SAUER INC.,0,,,2012-01-03 00:00:00,2010-09-10 00:00:00,18 INDUSTRIAL DR,,EXETER,NH,,038334558,NH01,7578760036,6037721481
ARNOLD  TRUMAN COMPANIES,0,,,2013-08-20 00:00:00,2008-04-06 00:00:00,1001 AIRPORT RD HNGR 3,,CHATTANOOGA,TN,,374212261,TN03,,
MISCELLANEOUS FOREIGN CONTRACTORS,0,,,2011-12-21 00:00:00,2014-05-26 00:00:00,1275 FIRST ST NE,,WASHINGTON,DC,,204170002,DC00,7036053406,7036053454
AMERICOM AUTOMATION SERVICES  INC.,0,,,2012-02-23 00:00:00,2012-03-15 00:00:00,210 S NEVAREZ ST,,LAS CRUCES,NM,,880012617,NM02,5753739292,5753739499
ADAYANA  INC.,0,,,2012-02-22 00:00:00,2009-09-29 00:00:00,7389 LEE HWY # 301,,FALLS CHURCH,VA,,220421737,VA08,,
CRESSTON COMPANY LLC  THE,0,,,2011-12-28 00:00:00,2013-07-26 00:00:00,147 OLD SOLOMONS ISLAND RD STE 302,,ANNAPOLIS,MD,,214013838,MD03,4104514297,4437820215
HIGHLANDS RANCH LAW ENFORCEMENT TRAINING FOUNDATION  THE,0,,,2012-01-12 00:00:00,2013-12-31 00:00:00,4000 JUSTICE WAY STE 3265,,CASTLE ROCK,CO,,801097547,CO00,3036607549,3038148790
VECTOR ELECTRIC  INC.,0,,,2012-02-13 00:00:00,2012-06-30 00:00:00,1658 W ELLSWORTH RD,,ANN ARBOR,MI,,481089642,MI15,7346220345,7346625249
TRINITY TECHNOLOGY GROUP  INC.,0,,,2012-01-04 00:00:00,2013-02-15 00:00:00,10687 GASKINS WAY STE 200,,MANASSAS,VA,,201092369,VA10,7033451662,7032939015
CATHOLIC FAMILY SERVICE INC,0,,,2012-02-06 00:00:00,2009-09-30 00:00:00,200 S TYLER ST FL 2,,AMARILLO,TX,,791011448,TX13,,
SHREDQUICK  INC.,0,,,2013-07-18 00:00:00,2014-07-17 00:00:00,4908 LENA ROAD UNIT 101,,BRADENTON,FL,,342119481,FL16,9417552600,9417552122
DATONG ELECTRONICS INC,0,,,2012-02-08 00:00:00,2012-04-17 00:00:00,4451 BROOKFIELD CORPORATE DR STE 111,,CHANTILLY,VA,,201511693,VA10,7032632417,7032632490
TACTICAL GEAR NOW  INC.,0,,,2013-08-12 00:00:00,2008-05-16 00:00:00,401 S SHERMAN ST STE 215,,RICHARDSON,TX,,750814002,TX32,,
SOURCE ONE DISTRIBUTORS  INC.,0,,,2012-04-24 00:00:00,2013-11-04 00:00:00,3280 FAIRLANE FARMS RD,,WELLINGTON,FL,,334148782,FL21,5612960520,5615141021
RELOCATION MANAGEMENT WORLDWIDE  INC.,0,,,2012-02-10 00:00:00,2014-05-31 00:00:00,6077 PRIMACY PKWY STE 223,,MEMPHIS,TN,,381195742,TN09,9016808310,9016808332
SUN CITY TOWING & RECOVERY LP,0,,,2013-06-06 00:00:00,2012-07-11 00:00:00,9365 ESCOBAR DR,,EL PASO,TX,,799071909,TX16,9158526640,9158526632
A. HAROLD AND ASSOCIATES LLC,0,,,2013-08-02 00:00:00,2014-09-03 00:00:00,11200 ST JOHNS INDUSTRIAL PKWY STE 1,,JACKSONVILLE,FL,,322467659,FL04,9042651940,9042120993
EVERBRIDGE  INC.,0,,,2013-07-20 00:00:00,2015-07-31 00:00:00,505 N BRAND BLVD STE 700,,GLENDALE,CA,,912033946,CA28,8182309700,8185457040
INTERIOR ARCHITECTS  INC.,0,,,2012-01-26 00:00:00,2012-02-06 00:00:00,350 CALIFORNIA ST # 1500,,SAN FRANCISCO,CA,,941041402,CA08,,
INTERNATIONAL ASIAN ORGANIZED CRIME CONFERENCE,0,,,2012-01-06 00:00:00,2012-04-20 00:00:00,759 CHIEF JUSTICE CUSHING HWY #312,,COHASSET,MA,,020252115,MA10,6179682311,7813832434
PINNACLE WEST CAPITAL CORPORATION,0,,,2011-10-01 00:00:00,2012-12-31 00:00:00,400 N 5TH ST FL 4,,PHOENIX,AZ,,850043902,AZ04,,
TECHNICAL AND PROJECT ENGINEERING  LLC,0,,,2012-01-04 00:00:00,2013-09-20 00:00:00,8300 GREENSBORO DR STE 800,,MC LEAN,VA,,221023661,VA08,7039245020,8774713046
WHITNEY  BRADLEY & BROWN  INC.,0,,,2013-05-24 00:00:00,2015-03-31 00:00:00,11790 SUNRISE VALLEY DR,,RESTON,VA,,201911440,VA11,7034486081,7038216955
"PATRIOT SOLUTIONS, INC",0,,,2012-03-30 00:00:00,2013-04-21 00:00:00,146 PENNIMAN RD,,WILLIAMSBURG,VA,VIRGINIA,23185,,,
SEVATEC INC.,0,,,2012-02-29 00:00:00,2012-10-04 00:00:00,3112 FAIRVIEW PARK DR,,FALLS CHURCH,VA,,220424504,VA11,2025498184,5717661263
NAKAMOTO GROUP  INC.  THE,0,,,2012-02-29 00:00:00,2014-10-14 00:00:00,3347 ECLIPSE DR,,JEFFERSON,MD,,217557603,MD06,3018344681,3018343298
COUNTY OF GUNNISON,0,,,2012-01-11 00:00:00,2009-09-30 00:00:00,200 E VIRGINIA AVE,,GUNNISON,CO,,812302248,CO03,,
USA COURIERS  INC.,0,,,2013-09-01 00:00:00,2018-08-31 00:00:00,31 STATE ST STE 8,,BOSTON,MA,,021092716,MA08,6179189800,6179189990
FRONTIER SERVICES  INC.,0,,,2013-06-12 00:00:00,2013-10-31 00:00:00,13406 HOLMES RD,,KANSAS CITY,MO,,641451446,MO05,8169122243,8169122295
MARQUIS CONSULTING SERVICES  INC.,0,,,2013-06-19 00:00:00,2018-06-18 00:00:00,3821 SUPERIOR RIDGE DR,,FORT WAYNE,IN,,468084424,IN03,2604976437,2608182027
ASPEN OF D.C.  INC.,0,,,2013-07-12 00:00:00,2014-04-29 00:00:00,1200 G ST NW,,WASHINGTON,DC,,200055381,DC00,,
ACCENT ART & FRAME INC,0,,,2012-02-06 00:00:00,2012-04-27 00:00:00,1252 STILLWOODS WAY,,ANNAPOLIS,MD,,214034655,MD03,,
TALTON COMMUNICATIONS  INC.,0,,,2013-08-13 00:00:00,2014-08-12 00:00:00,910 RAVENWOOD DR,,SELMA,AL,,367016723,AL07,3348770704,3348720572
EAGLE HILL CONSULTING  LLC,0,,,2013-06-28 00:00:00,2013-09-30 00:00:00,2010 CORPORATE RDG,,MC LEAN,VA,,221027838,VA08,7032298601,7032298601
CLIMATE CONTROL CONTAINERS INC,0,,,2012-03-05 00:00:00,2013-09-26 00:00:00,6648 GULFWAY DR,,PORT ARTHUR,TX,,776420315,TX14,4099632137,4099631322
TODD RADFORD,0,,,2012-01-30 00:00:00,2014-02-28 00:00:00,205 SAILORS RUN,,AUSTIN,TX,,787344064,TX21,5122615430,5126080552
HAMMOND  ANDREW A,0,,,2013-07-08 00:00:00,2013-09-13 00:00:00,2590 S ZEPHYR CT,,LAKEWOOD,CO,,80227,CO07,7204353309,3038440536
ASTROPHYSICS INC.,0,,,2012-01-18 00:00:00,2012-01-18 00:00:00,21481 FERRERO PKWY,,WALNUT,CA,,917895233,CA38,9095985488,9095985546
CARBONE'S CUSTOM FIREARMS,0,,,2012-02-24 00:00:00,2012-02-24 00:00:00,6810 FRONT ST,,KEY WEST,FL,,330406054,FL18,,
ANN GOSLINE,0,,,2013-07-18 00:00:00,2013-08-17 00:00:00,65 UPPER POND RD,,LITCHFIELD,ME,,043504121,ME02,,
AVDEALS AMERICA INC,0,,,2013-07-26 00:00:00,2013-07-26 00:00:00,"1105 NORTH MARKET STREET, #1300",,WILMINGTON,DE,,198011241,DE00,,
IDEOGENICS  LLC,0,,,2013-08-06 00:00:00,2016-09-14 00:00:00,156 DANBURY ST SW,,WASHINGTON,DC,,200322227,DC00,2028859134,8778723031
UNICOR,0,,,2012-03-06 00:00:00,2013-09-30 00:00:00,2225 HALEY BARBOUR PKWY,,YAZOO CITY,MS,,391944796,MS02,8008273168,8592549692
PROVENGO  LLC,0,,,2013-08-07 00:00:00,2013-08-07 00:00:00,3091 LAWSON BLVD,,OCEANSIDE,NY,,115722939,NY04,,
ALLAN VIANI,0,,,2012-01-17 00:00:00,2013-10-24 00:00:00,240 JUDSON AVE,,DOBBS FERRY,NY,,105223022,NY17,9146935638,9146932398
KDH DEFENSE SYSTEMS INC,0,,,2013-06-06 00:00:00,2017-09-23 00:00:00,750  FIELDCREST RD,,EDEN,NC,,272883631,NC06,3366354158,3366354160
CREATIVE CORRECTIONS  L.L.C.,0,,,2012-02-13 00:00:00,2014-10-14 00:00:00,6415 CALDER AVE STE B,,BEAUMONT,TX,,777066001,TX14,4098669920,4098669922
NC4  INC.,0,,,2012-02-17 00:00:00,2011-10-31 00:00:00,1225 JEFFERSON DAVIS HWY,,ARLINGTON,VA,,222024301,VA08,,
ALON INC,0,,,2011-12-22 00:00:00,2014-01-05 00:00:00,6800 VERSAR CENTER STE 303,,SPRINGFIELD,VA,,221514178,VA08,7032569503,7032569507
GATES GROUP LLC  THE,0,,,2012-02-01 00:00:00,2012-12-31 00:00:00,510 WALNUT ST STE 420,,PHILADELPHIA,PA,PENNSYLVANIA,19106,,2159314306,2155740837
SOUTH METRO PUBLIC SAFETY TRAINING FACILITY,0,,,2013-06-21 00:00:00,2016-08-31 00:00:00,7525 BRAEMAR BLVD,,MINNEAPOLIS,MN,,554392555,MN03,9526530671,9526530675
ARCHER MANUFACTURING  INC.,0,,,2011-12-22 00:00:00,2014-07-15 00:00:00,9000 CROW CANYON RD STE S329,,DANVILLE,CA,,945061189,CA11,8007965545,8002230228
BKFORENSICS,0,,,2013-06-12 00:00:00,2011-06-13 00:00:00,402 BARTON LN,,CHALFONT,PA,,189143750,PA08,8887817178,2154913670
L & D GROUP  INC.,0,,,2013-07-24 00:00:00,2013-09-13 00:00:00,420 N MAIN ST,,MONTGOMERY,IL,,605381367,IL11,,
ABSOLUTE GLASSWORKS INC,0,,,2012-01-25 00:00:00,2010-09-10 00:00:00,1618 HARMAN AVE,,BALTIMORE,MD,,212301306,MD03,4105947181,4105947181
DOXA CENTRAL  L.L.C.,0,,,2011-10-01 00:00:00,2012-12-31 00:00:00,2005 N CENTRAL AVE STE 100,,PHOENIX,AZ,,850041546,AZ04,6027781102,6027781101
WILSON GROUP  INC.  THE,0,,,2013-06-03 00:00:00,2013-08-19 00:00:00,1606 W MAIN ST,,GREENWOOD,MO,,640348601,MO05,8165370212,8165370112
K.L. SECURITY ENTERPRISES  INC.,0,,,2013-08-22 00:00:00,2013-09-21 00:00:00,2740 WYNDHAM WAY,,WEST LAFAYETTE,IN,,479065532,IN04,8668670306,7654972438
VIDEO & TELECOMMUNICATIONS  INC.,0,,,2011-12-22 00:00:00,2012-01-03 00:00:00,2325 DULLES CORNER BLVD STE 500,,HERNDON,VA,,201714676,VA10,2403056359,7036581829
E-S PRESS INC,0,,,2012-03-07 00:00:00,2012-09-29 00:00:00,8340 N THORNYDALE RD STE 110,,TUCSON,AZ,,857412154,AZ08,5209776728,5207449298
GERALD HANSON & ASSOCIATES  INC.,0,,,2012-01-24 00:00:00,2012-09-11 00:00:00,400 RENAIMIANCE CTR STE 2160,,DETROIT,MI,,482431608,MI14,3135678100,3135674362
US COURIER & LOGISTICS LP,0,,,2012-02-28 00:00:00,2012-09-29 00:00:00,1297 N POST OAK BLVD STE 100,,HOUSTON,TX,,770557266,TX18,7138809222,7138809223
OFFICEPRO  INC.,0,,,2013-06-17 00:00:00,2012-11-30 00:00:00,8 GRANITE PL #26,,GAITHERSBURG,MD,,208786570,MD06,3014683312,3012636879
GLOBALSTAR  INC.,0,,,2013-07-17 00:00:00,2013-08-16 00:00:00,461 S MILPITAS BLVD,,MILPITAS,CA,,950355438,CA17,4089334404,4089334448
SUPPORT OF MICROCOMPUTERS ASSOCIATES  INC.,0,,,2013-07-22 00:00:00,2013-09-30 00:00:00,1819 JFK BLVD STE 460,,PHILADELPHIA,PA,,191031704,PA02,2154960303,2154960130
SPRINT INTERNATIONAL INC,0,,,2012-02-06 00:00:00,2009-02-28 00:00:00,3065 CUMBERLAND CIR SE,,ATLANTA,GA,,303393166,GA06,,
STAPLES  INC.,0,,,2013-09-10 00:00:00,2017-09-09 00:00:00,45 E WESLEY ST STE 2,,SOUTH HACKENSACK,NJ,,076061423,NJ09,,
INTERLINK ENTERPRISES  INC.,0,,,2012-04-02 00:00:00,2010-09-29 00:00:00,2406 ARBUCKLE CT,,DALLAS,TX,,752294506,TX32,9722411344,9722414399
ENVIRON CONTROL INC,0,,,2013-08-14 00:00:00,2012-04-30 00:00:00,94 547 UKEE ST STE 206,,WAIPAHU,HI,,967974450,HI01,8086780709,8086800519
TECHNICAL MAINTENANCE AND SERVICES CORP,0,,,2013-07-17 00:00:00,2017-09-23 00:00:00,RD 177 KM 50 LMAS VRDS A,,SAN JUAN,PR,PUERTO RICO,00926,,7872741818,7872741950
DIAMONDROCK HOSPITALITY CO,0,,,2012-01-26 00:00:00,2009-05-07 00:00:00,715 W LIONSHEAD CIRCLE,,VAIL,CO,,816575070,CO02,9704796946,9704796996
ADVANTEL  INCORPORATED,0,,,2012-03-01 00:00:00,2012-03-15 00:00:00,2222 TRADE ZONE BLVD,,SAN JOSE,CA,,951311845,CA15,8582468001,8582468001
24/7 ENTERPRISES  LLC,0,,,2012-03-19 00:00:00,2013-09-28 00:00:00,1101 BRISTOL RD,,MOUNTAINSIDE,NJ,,070922311,NJ07,,
SAKWORLD PAINTBALL SUPPLY AND SERVICE,0,,,2012-01-03 00:00:00,2012-01-03 00:00:00,103 CHESTNUT ST,,ANDOVER,MA,,018103638,MA05,9786862840,9786862842
GOVERNMENT RETIREMENT & BENEFITS  INC.,0,,,2012-03-03 00:00:00,2016-03-02 00:00:00,330 JOHN CARLYLE ST,,ALEXANDRIA,VA,,223145759,VA08,,
MINIMUS LLC,0,,,2013-09-19 00:00:00,2014-09-18 00:00:00,218 CASTILLIAN AVE,,THOUSAND OAKS,CA,,913203619,CA26,8054801415,8054801471
CENTURION GROUP  INC.  THE,0,,,2012-02-16 00:00:00,2014-11-15 00:00:00,6058 HOLLOW TREE CT,,COLORADO SPRINGS,CO,,809181436,CO05,7192682953,7195990270
SIGNALSCAPE  INC.,0,,,2013-07-16 00:00:00,2018-08-25 00:00:00,5511 CAPITAL CENTER DR,,RALEIGH,NC,,276063380,NC04,,
BURGMEIER'S HAULING  INC.,0,,,2012-02-15 00:00:00,2012-06-30 00:00:00,RR 1 BOX 938,,ALTOONA,PA,,166019801,PA09,,
D. C. DYNA  INC.,0,,,2012-04-19 00:00:00,2012-09-30 00:00:00,45085 OLD OX RD,,DULLES,VA,,201669512,VA10,,
MINORITY ADVANCEMENT IN CORPORATIONS  INC.,0,,,2012-01-24 00:00:00,2011-08-26 00:00:00,"9135 PISCATAWAY ROAD, SUITE 440",,CLINTON,MD,,207352555,MD05,,
JEFFREY J GOODFRIEND,0,,,2013-05-30 00:00:00,2013-07-25 00:00:00,820 SKYWOOD RD,,LAFAYETTE,CA,,945495002,CA11,9252991192,9252991193
COAST TO COAST COMPUTER PRODUCTS  INC,0,,,2013-06-18 00:00:00,2013-05-30 00:00:00,4277 VALLEY FAIR ST,,SIMI VALLEY,CA,,930632940,CA25,,
CORRECTIONS CORPORATION OF AMERICA,0,,,2012-01-17 00:00:00,2014-03-31 00:00:00,10 BURTON HILLS BLVD,,NASHVILLE,TN,,372156105,TN05,6152633092,6152633090
IMMIXGROUP  INC.,0,,,2011-12-30 00:00:00,2016-05-31 00:00:00,8444 WESTPARK DR STE 200,,MCLEAN,VA,,221025112,VA11,7037520640,7037520613
BORROUGHS CORPORATION,0,,,2012-11-05 00:00:00,2013-08-14 00:00:00,3002 N BURDICK ST,,KALAMAZOO,MI,,490043458,MI06,,
TRECO SERVICES  INC.,0,,,2012-01-17 00:00:00,2013-09-30 00:00:00,904 N ZARZAMORA ST,,SAN ANTONIO,TX,,782071405,TX20,2104324100,2104321577
GOVERNMENT OF THE UNITED STATES,0,,,2011-12-21 00:00:00,2013-10-21 00:00:00,3301 LEESTOWN RD,,LEXINGTON,KY,,40511,KY06,8008273168,8592549692
STROCK ENTERPRISES LTD.,0,,,2012-01-24 00:00:00,2009-08-04 00:00:00,2095 OLD UNION RD,,BUFFALO,NY,,142272771,NY27,7166014880,7166014889
FAMILY & CHILDREN SERVICE OF NIAGARA INC,0,,,2012-01-19 00:00:00,2012-01-24 00:00:00,826 CHILTON AVE,,NIAGARA FALLS,NY,,143011106,NY28,,
BRAZEN TEK,0,,,2011-12-21 00:00:00,2010-10-15 00:00:00,20121 VENTURA BLVD STE 310,,WOODLAND HILLS,CA,,913642559,CA30,8187109262,8187109262
PRADO RECREATION INC,0,,,2013-07-17 00:00:00,2013-08-16 00:00:00,17505 EUCLID AVE,,CHINO,CA,,917100000,CA00,,
NIGHT VISION DEPOT INCORPORATED,0,,,2013-08-13 00:00:00,2013-09-16 00:00:00,7310 TILGHMAN ST STE 650,,ALLENTOWN,PA,,181069021,PA15,,
EMAGINE IT  INC.,0,,,2013-08-28 00:00:00,2014-03-09 00:00:00,"3040 WILLIAMS DRIVE, SUITE 400",,FAIRFAX,VA,,220314618,VA11,2025875607,3015605865
LIFESPAN SERVICES  INC,0,,,2012-02-15 00:00:00,2010-08-14 00:00:00,235 E PONCE DE LEON AVE,,DECATUR,GA,,300303452,GA04,,
PANAMERICA COMPUTERS  INC.,0,,,2013-06-12 00:00:00,2019-09-16 00:00:00,1386 BIG OAK RD,,LURAY,VA,,228355233,VA06,7038986279,5406358871
ARCOS DE LA IRVINGTON INC,0,,,2012-02-01 00:00:00,2012-03-31 00:00:00,202 N COUNTRY CLUB RD,,TUCSON,AZ,,857165234,AZ07,,
COMPUTER PROJECTS OF ILLINOIS  INC.,0,,,2013-07-16 00:00:00,2014-09-29 00:00:00,475 QUADRANGLE DR STE A,,BOLINGBROOK,IL,,604403728,IL11,6307548820,6307548835
MID ATLANTIC PROFESSIONALS  INC.,0,,,2012-01-04 00:00:00,2013-08-08 00:00:00,10301 BUCKMEADOW LN,,DAMASCUS,MD,,208722924,MD06,3015408864,3015405819
NATIONAL COMMISSION ON CORRECTIONAL HEALTH CARE,0,,,2012-01-13 00:00:00,2012-12-31 00:00:00,1145 W DIVERSEY PKWY,,CHICAGO,IL,,606141318,IL05,7738801460,7738802424
PROXTRONICS DOSIMETRY LLC,0,,,2013-06-24 00:00:00,2017-02-28 00:00:00,"85 SOUTH BRAGG STREET, SUITE 400",,ALEXANDRIA,VA,,223122793,VA08,7038566116,5713354625
DE LOS SANTOS CONSTRUCTION  INC.,0,,,2013-06-20 00:00:00,2013-10-15 00:00:00,"117 NORTH SACATON STREET, SUITE 103",,CASA GRANDE,AZ,,851224430,AZ01,5203160432,5203160436
ARC ASPICIO LLC,0,,,2013-07-15 00:00:00,2018-09-14 00:00:00,3318 LORCOM LANE,,ARLINGTON,VA,VIRGINIA,22207,,,
DAKOTA CONSULTING INCORPORATED,0,,,2013-08-14 00:00:00,2016-06-13 00:00:00,1110 BONIFANT ST STE 310,,SILVER SPRING,MD,MARYLAND,20910,,2408397812,3013285297
BOUNDRY COUNTY SHERRIF DEPT.,0,,,2012-02-21 00:00:00,2013-02-04 00:00:00,6438 KOOTNAI STR,,BONNERS FERRY,ID,,838050127,ID01,2082677723,2082677814
NEWEGG INC.,0,,,2012-01-18 00:00:00,2011-11-04 00:00:00,16839 GALE AVE,,CITY OF INDUSTRY,CA,,917451816,CA38,6262711420,6262719558
LANGUAGE LINE HOLDINGS  INC,0,,,2013-07-18 00:00:00,2013-08-17 00:00:00,1 LOWER RAGSDALE DR # 2,,MONTEREY,CA,,939405749,CA20,,
WOLITZ  LOUISE,0,,,2013-08-06 00:00:00,2013-09-14 00:00:00,4007 EDGEROCK DR,,AUSTIN,TX,,787311428,TX10,5123465477,5123461553
S & S CONSTRUCTION,0,,,2012-03-07 00:00:00,2011-09-30 00:00:00,3817 SANDSTONE ST,,SAN ANGELO,TX,,769045740,TX11,,
BCF SOLUTIONS  INC.,0,,,2013-08-20 00:00:00,2011-09-28 00:00:00,1030 15TH ST NW STE 840,,WASHINGTON,DC,DISTRICT OF COLUMBIA,200051504,00,,
HAMILTON FAMILY ENTERPRISES  INC.,0,,,2013-06-11 00:00:00,2011-08-31 00:00:00,4201 S PARKER RD CHERRRY CREEK STATE PARK,,AURORA,CO,,800144203,CO06,3036805401,3036993864
AMERICOM INC,0,,,2013-06-13 00:00:00,2008-03-07 00:00:00,2068 WHITEHAVEN RD,,GRAND ISLAND,NY,,140722089,NY26,,
PATTON CONTRACTORS  INC.,0,,,2012-02-29 00:00:00,2013-08-30 00:00:00,7401 PEBBLE DR,,FORT WORTH,TX,,761186962,TX12,,
BRISTOL SQUARE  INCORPORATED,0,,,2012-04-23 00:00:00,2012-09-30 00:00:00,222 NORTHFIELD RD STE 200,,NORTHFIELD,IL,,600933347,IL10,8582929948,8585712993
HAMILTON PRODUCTS GROUP  INC.,0,,,2011-12-20 00:00:00,2013-07-12 00:00:00,3995 BACH BUXTON RD,,AMELIA,OH,,451021013,OH02,8008766066,5137536719
TELCO SOLUTIONS INC,0,,,2013-07-31 00:00:00,2014-09-28 00:00:00,19 SPEAR RD 303,,RAMSEY,NJ,,074461223,NJ05,2024133048,2013277508
"DEPEW, JACK",0,,,2012-02-01 00:00:00,2012-08-31 00:00:00,3110 N. PINAL PKWY,,FLORENCE,AZ,,851329560,AZ01,5208684367,5208684815
DEWEY PUBLICATIONS INC,0,,,2012-01-13 00:00:00,2010-07-10 00:00:00,2009 14TH ST N STE 705,,ARLINGTON,VA,,222012514,VA08,7035241355,7035241463
GETTY IMAGES  INC.,0,,,2013-08-21 00:00:00,2014-09-26 00:00:00,605 5TH AVE S STE 400,,SEATTLE,WA,,981043887,WA07,2069256447,2069255601
SOUTH CLINTON STREET INVESTMENTS  LLC,0,,,2012-03-19 00:00:00,2010-08-05 00:00:00,7007 S CLINTON ST,,ENGLEWOOD,CO,,801123629,CO06,3037996144,3037925051
UNITED RENTALS  INC.,0,,,2013-08-16 00:00:00,2013-09-20 00:00:00,5 GREENWICH OFFICE PARK,,GREENWICH,CT,,068315128,CT04,3212592005,3212595717
JTJ RESOURCES  LLC,0,,,2013-06-18 00:00:00,2014-01-31 00:00:00,5226 N HENRY BLVD STE 5,,STOCKBRIDGE,GA,,302813263,GA13,6782849050,6782849030
LOGISTICS APPLICATIONS INC.,0,,,2012-02-16 00:00:00,2017-09-14 00:00:00,2760 EISENHOWER AVE STE 202,,ALEXANDRIA,VA,,223144576,VA08,7033179800,7033179806
RHG GROUP  INC.,0,,,2013-07-01 00:00:00,2018-06-30 00:00:00,915 5TH ST NW,,WASHINGTON,DC,,200012501,DC00,,
OSI SYSTEMS  INC.,0,,,2013-06-25 00:00:00,2013-06-25 00:00:00,3232 W EL SEGUNDO BLVD,,HAWTHORNE,CA,,902504823,CA43,,
